story_num,story_title,episode_title,director,writer,orig_uk_airdate,production_code,uk_viewers_millions,ai
113.0,Warriors' Gate,Part Three,Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-17,5S,8.3,—
113.0,Warriors' Gate,Part Four,Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-24,5S,7.8,59
114.0,The Keeper of Traken,Part One,John Black,Johnny Byrne,1981-01-31,5T,7.6,—
114.0,The Keeper of Traken,Part Two,John Black,Johnny Byrne,1981-02-07,5T,6.1,—
114.0,The Keeper of Traken,Part Three,John Black,Johnny Byrne,1981-02-14,5T,5.2,—
114.0,The Keeper of Traken,Part Four,John Black,Johnny Byrne,1981-02-21,5T,6.1,63
115.0,Logopolis,Part One,Peter Grimwade,Christopher H. Bidmead,1981-02-28,5V,7.7,—
115.0,Logopolis,Part Two,Peter Grimwade,Christopher H. Bidmead,1981-03-07,5V,7.7,61
115.0,Logopolis,Part Three,Peter Grimwade,Christopher H. Bidmead,1981-03-14,5V,5.8,—
115.0,Logopolis,Part Four,Peter Grimwade,Christopher H. Bidmead,1981-03-21,5V,6.1,65
116.0,Castrovalva,Part One,Fiona Cumming,Christopher H. Bidmead,1982-01-04,5Z,9.1,–
116.0,Castrovalva,Part Two,Fiona Cumming,Christopher H. Bidmead,1982-01-05,5Z,8.6,–
116.0,Castrovalva,Part Three,Fiona Cumming,Christopher H. Bidmead,1982-01-11,5Z,10.2,–
116.0,Castrovalva,Part Four,Fiona Cumming,Christopher H. Bidmead,1982-01-12,5Z,10.4,–
117.0,Four to Doomsday,Part One,John Black,Terence Dudley,1982-01-18,5W,8.4,–
117.0,Four to Doomsday,Part Two,John Black,Terence Dudley,1982-01-19,5W,8.8,–
117.0,Four to Doomsday,Part Three,John Black,Terence Dudley,1982-01-25,5W,8.9,–
117.0,Four to Doomsday,Part Four,John Black,Terence Dudley,1982-01-26,5W,9.4,–
118.0,Kinda,Part One,Peter Grimwade,Christopher Bailey,1982-02-01,5Y,8.4,–
118.0,Kinda,Part Two,Peter Grimwade,Christopher Bailey,1982-02-02,5Y,9.4,–
118.0,Kinda,Part Three,Peter Grimwade,Christopher Bailey,1982-02-08,5Y,8.5,–
118.0,Kinda,Part Four,Peter Grimwade,Christopher Bailey,1982-02-09,5Y,8.9,–
119.0,The Visitation,Part One,Peter Moffatt,Eric Saward,1982-02-15,5X,9.1,–
119.0,The Visitation,Part Two,Peter Moffatt,Eric Saward,1982-02-16,5X,9.3,–
119.0,The Visitation,Part Three,Peter Moffatt,Eric Saward,1982-02-22,5X,9.9,–
119.0,The Visitation,Part Four,Peter Moffatt,Eric Saward,1982-02-23,5X,10.1,–
120.0,Black Orchid,Part One,Ron Jones,Terence Dudley,1982-03-01,6A,9.9,–
120.0,Black Orchid,Part Two,Ron Jones,Terence Dudley,1982-03-02,6A,10.1,–
121.0,Earthshock,Part One,Peter Grimwade,Eric Saward,1982-03-08,6B,9.1,–
121.0,Earthshock,Part Two,Peter Grimwade,Eric Saward,1982-03-09,6B,8.8,–
121.0,Earthshock,Part Three,Peter Grimwade,Eric Saward,1982-03-15,6B,9.8,–
121.0,Earthshock,Part Four,Peter Grimwade,Eric Saward,1982-03-16,6B,9.6,–
122.0,Time-Flight,Part One,Ron Jones,Peter Grimwade,1982-03-22,6C,10.0,–
122.0,Time-Flight,Part Two,Ron Jones,Peter Grimwade,1982-03-23,6C,8.5,–
122.0,Time-Flight,Part Three,Ron Jones,Peter Grimwade,1982-03-29,6C,8.9,–
122.0,Time-Flight,Part Four,Ron Jones,Peter Grimwade,1982-03-30,6C,8.1,–
123,Arc of Infinity,Part One,Ron Jones,Johnny Byrne,1983-01-03,6E,7.2,69
123,Arc of Infinity,Part Two,Ron Jones,Johnny Byrne,1983-01-05,6E,7.3,70
123,Arc of Infinity,Part Three,Ron Jones,Johnny Byrne,1983-01-11,6E,6.9,67
123,Arc of Infinity,Part Four,Ron Jones,Johnny Byrne,1983-01-12,6E,7.2,66
124,Snakedance,Part One,Fiona Cumming,Christopher Bailey,1983-01-18,6D,6.7,65
124,Snakedance,Part Two,Fiona Cumming,Christopher Bailey,1983-01-19,6D,7.7,66
124,Snakedance,Part Three,Fiona Cumming,Christopher Bailey,1983-01-25,6D,6.6,67
124,Snakedance,Part Four,Fiona Cumming,Christopher Bailey,1983-01-26,6D,7.4,67
125,Mawdryn Undead,Part One,Peter Moffatt,Peter Grimwade,1983-02-01,6F,6.5,67
125,Mawdryn Undead,Part Two,Peter Moffatt,Peter Grimwade,1983-02-02,6F,7.5,70
125,Mawdryn Undead,Part Three,Peter Moffatt,Peter Grimwade,1983-02-08,6F,7.4,67
125,Mawdryn Undead,Part Four,Peter Moffatt,Peter Grimwade,1983-02-09,6F,7.7,68
126,Terminus,Part One,Mary Ridge,Stephen Gallagher,1983-02-15,6G,6.8,65
126,Terminus,Part Two,Mary Ridge,Stephen Gallagher,1983-02-16,6G,7.5,67
126,Terminus,Part Three,Mary Ridge,Stephen Gallagher,1983-02-22,6G,6.5,64
126,Terminus,Part Four,Mary Ridge,Stephen Gallagher,1983-02-23,6G,7.4,67
127,Enlightenment,Part One,Fiona Cumming,Barbara Clegg,1983-03-01,6H,6.6,67
127,Enlightenment,Part Two,Fiona Cumming,Barbara Clegg,1983-03-02,6H,7.2,65
127,Enlightenment,Part Three,Fiona Cumming,Barbara Clegg,1983-03-08,6H,6.2,68
127,Enlightenment,Part Four,Fiona Cumming,Barbara Clegg,1983-03-09,6H,7.3,70
128,The King's Demons,Part One,Tony Virgo,Terence Dudley,1983-03-15,6J,5.8,65
128,The King's Demons,Part Two,Tony Virgo,Terence Dudley,1983-03-16,6J,7.2,63
129,The Five Doctors,,Peter Moffatt,Terrance Dicks,1983-11-25,6K,7.7,75
130.0,Warriors of the Deep,Part One,Pennant Roberts,Johnny Byrne,1984-01-05,6L,7.6,65
130.0,Warriors of the Deep,Part Two,Pennant Roberts,Johnny Byrne,1984-01-06,6L,7.5,64
130.0,Warriors of the Deep,Part Three,Pennant Roberts,Johnny Byrne,1984-01-12,6L,7.3,62
130.0,Warriors of the Deep,Part Four,Pennant Roberts,Johnny Byrne,1984-01-13,6L,6.6,65
131.0,The Awakening,Part One,Michael Owen Morris,Eric Pringle,1984-01-19,6M,7.9,65
131.0,The Awakening,Part Two,Michael Owen Morris,Eric Pringle,1984-01-20,6M,6.6,63
132.0,Frontios,Part One,Ron Jones,Christopher H. Bidmead,1984-01-26,6N,8.0,66
132.0,Frontios,Part Two,Ron Jones,Christopher H. Bidmead,1984-01-27,6N,5.8,69
132.0,Frontios,Part Three,Ron Jones,Christopher H. Bidmead,1984-02-02,6N,7.8,65
132.0,Frontios,Part Four,Ron Jones,Christopher H. Bidmead,1984-02-03,6N,5.6,65
133.0,Resurrection of the Daleks,Part One,Matthew Robinson,Eric Saward,1984-02-08,6P,7.3,69
133.0,Resurrection of the Daleks,Part Two,Matthew Robinson,Eric Saward,1984-02-15,6P,8.0,65
134.0,Planet of Fire,Part One,Fiona Cumming,Peter Grimwade,1984-02-23,6Q,7.4,—
134.0,Planet of Fire,Part Two,Fiona Cumming,Peter Grimwade,1984-02-24,6Q,6.1,—
134.0,Planet of Fire,Part Three,Fiona Cumming,Peter Grimwade,1984-03-01,6Q,7.4,—
134.0,Planet of Fire,Part Four,Fiona Cumming,Peter Grimwade,1984-03-02,6Q,7.0,—
135.0,The Caves of Androzani,Part One,Graeme Harper,Robert Holmes,1984-03-08,6R,6.9,65
135.0,The Caves of Androzani,Part Two,Graeme Harper,Robert Holmes,1984-03-09,6R,6.6,—
135.0,The Caves of Androzani,Part Three,Graeme Harper,Robert Holmes,1984-03-15,6R,7.8,65
135.0,The Caves of Androzani,Part Four,Graeme Harper,Robert Holmes,1984-03-16,6R,7.8,68
136.0,The Twin Dilemma,Part One,Peter Moffatt,Anthony Steven,1984-03-22,6S,7.6,61.0
136.0,The Twin Dilemma,Part Two,Peter Moffatt,Anthony Steven,1984-03-23,6S,7.4,66.0
136.0,The Twin Dilemma,Part Three,Peter Moffatt,Anthony Steven,1984-03-29,6S,7.0,59.0
136.0,The Twin Dilemma,Part Four,Peter Moffatt,Anthony Steven,1984-03-30,6S,6.3,67.0
137.0,Attack of the Cybermen,Part One,Matthew Robinson,Paula Moore,1985-01-05,6T,8.9,61.0
137.0,Attack of the Cybermen,Part Two,Matthew Robinson,Paula Moore,1985-01-12,6T,7.2,65.0
138.0,Vengeance on Varos,Part One,Ron Jones,Philip Martin,1985-01-19,6V,7.2,63.0
138.0,Vengeance on Varos,Part Two,Ron Jones,Philip Martin,1985-01-26,6V,7.0,65.0
139.0,The Mark of the Rani,Part One,Sarah Hellings,Pip and Jane Baker,1985-02-02,6X,6.3,64.0
139.0,The Mark of the Rani,Part Two,Sarah Hellings,Pip and Jane Baker,1985-02-09,6X,7.3,64.0
140.0,The Two Doctors,Part One,Peter Moffatt,Robert Holmes,1985-02-16,6W,6.6,65.0
140.0,The Two Doctors,Part Two,Peter Moffatt,Robert Holmes,1985-02-23,6W,6.0,62.0
140.0,The Two Doctors,Part Three,Peter Moffatt,Robert Holmes,1985-03-02,6W,6.9,65.0
141.0,Timelash,Part One,Pennant Roberts,Glen McCoy,1985-03-09,6Y,6.7,66.0
141.0,Timelash,Part Two,Pennant Roberts,Glen McCoy,1985-03-16,6Y,7.4,64.0
142.0,Revelation of the Daleks,Part One,Graeme Harper,Eric Saward,1985-03-23,6Z,7.4,67.0
142.0,Revelation of the Daleks,Part Two,Graeme Harper,Eric Saward,1985-03-30,6Z,7.7,65.0
143a,The Mysterious Planet,Part One,Nicholas Mallett,Robert Holmes,1986-09-06,7A,4.9,72.0
143a,The Mysterious Planet,Part Two,Nicholas Mallett,Robert Holmes,1986-09-13,7A,4.9,69.0
143a,The Mysterious Planet,Part Three,Nicholas Mallett,Robert Holmes,1986-09-20,7A,3.9,70.0
143a,The Mysterious Planet,Part Four,Nicholas Mallett,Robert Holmes,1986-09-27,7A,3.7,72.0
143b,Mindwarp,Part Five,Ron Jones,Philip Martin,1986-10-04,7B,4.8,71.0
143b,Mindwarp,Part Six,Ron Jones,Philip Martin,1986-10-11,7B,4.6,69.0
143b,Mindwarp,Part Seven,Ron Jones,Philip Martin,1986-10-18,7B,5.1,66.0
143b,Mindwarp,Part Eight,Ron Jones,Philip Martin,1986-10-25,7B,5.0,72.0
143c,Terror of the Vervoids,Part Nine,Chris Clough,Pip and Jane Baker,1986-11-01,7C,5.2,66.0
143c,Terror of the Vervoids,Part Ten,Chris Clough,Pip and Jane Baker,1986-11-08,7C,4.6,69.0
143c,Terror of the Vervoids,Part Eleven,Chris Clough,Pip and Jane Baker,1986-11-15,7C,5.3,69.0
143c,Terror of the Vervoids,Part Twelve,Chris Clough,Pip and Jane Baker,1986-11-22,7C,5.3,69.0
143d,The Ultimate Foe,Part Thirteen,Chris Clough,Robert Holmes,1986-11-29,7C,4.4,69.0
143d,The Ultimate Foe,Part Fourteen,Chris Clough,Pip and Jane Baker,1986-12-06,7C,5.6,69.0
144.0,Time and the Rani,Part One,Andrew Morgan,Pip and Jane Baker,1987-09-07,7D,5.1,58.0
144.0,Time and the Rani,Part Two,Andrew Morgan,Pip and Jane Baker,1987-09-14,7D,4.2,63.0
144.0,Time and the Rani,Part Three,Andrew Morgan,Pip and Jane Baker,1987-09-21,7D,4.3,57.0
144.0,Time and the Rani,Part Four,Andrew Morgan,Pip and Jane Baker,1987-09-28,7D,4.9,59.0
145.0,Paradise Towers,Part One,Nicholas Mallett,Stephen Wyatt,1987-10-05,7E,4.5,61.0
145.0,Paradise Towers,Part Two,Nicholas Mallett,Stephen Wyatt,1987-10-12,7E,5.2,58.0
145.0,Paradise Towers,Part Three,Nicholas Mallett,Stephen Wyatt,1987-10-19,7E,5.0,58.0
145.0,Paradise Towers,Part Four,Nicholas Mallett,Stephen Wyatt,1987-10-26,7E,5.0,57.0
146.0,Delta and the Bannermen,Part One,Chris Clough,Malcolm Kohll,1987-11-02,7F,5.3,63.0
146.0,Delta and the Bannermen,Part Two,Chris Clough,Malcolm Kohll,1987-11-09,7F,5.1,60.0
146.0,Delta and the Bannermen,Part Three,Chris Clough,Malcolm Kohll,1987-11-16,7F,5.4,60.0
147.0,Dragonfire,Part One,Chris Clough,Ian Briggs,1987-11-23,7G,5.5,61.0
147.0,Dragonfire,Part Two,Chris Clough,Ian Briggs,1987-11-30,7G,5.0,61.0
147.0,Dragonfire,Part Three,Chris Clough,Ian Briggs,1987-12-07,7G,4.7,64.0
148.0,Remembrance of the Daleks,Part One,Andrew Morgan,Ben Aaronovitch,1988-10-05,7H,5.5,68.0
148.0,Remembrance of the Daleks,Part Two,Andrew Morgan,Ben Aaronovitch,1988-10-12,7H,5.8,69.0
148.0,Remembrance of the Daleks,Part Three,Andrew Morgan,Ben Aaronovitch,1988-10-19,7H,5.1,70.0
148.0,Remembrance of the Daleks,Part Four,Andrew Morgan,Ben Aaronovitch,1988-10-26,7H,5.0,72.0
149.0,The Happiness Patrol,Part One,Chris Clough,Graeme Curry,1988-11-02,7L,5.3,67.0
149.0,The Happiness Patrol,Part Two,Chris Clough,Graeme Curry,1988-11-09,7L,4.6,65.0
149.0,The Happiness Patrol,Part Three,Chris Clough,Graeme Curry,1988-11-16,7L,5.3,65.0
150.0,Silver Nemesis,Part One,Chris Clough,Kevin Clarke,1988-11-23,7K,6.1,71.0
150.0,Silver Nemesis,Part Two,Chris Clough,Kevin Clarke,1988-11-30,7K,5.2,70.0
150.0,Silver Nemesis,Part Three,Chris Clough,Kevin Clarke,1988-12-07,7K,5.2,70.0
151.0,The Greatest Show in the Galaxy,Part One,Alan Wareing,Stephen Wyatt,1988-12-14,7J,5.0,68.0
151.0,The Greatest Show in the Galaxy,Part Two,Alan Wareing,Stephen Wyatt,1988-12-21,7J,5.3,66.0
151.0,The Greatest Show in the Galaxy,Part Three,Alan Wareing,Stephen Wyatt,1988-12-28,7J,4.8,69.0
151.0,The Greatest Show in the Galaxy,Part Four,Alan Wareing,Stephen Wyatt,1989-01-04,7J,6.6,64.0
152.0,Battlefield,Part One,Michael Kerrigan,Ben Aaronovitch,1989-09-06,7N,3.1,69.0
152.0,Battlefield,Part Two,Michael Kerrigan,Ben Aaronovitch,1989-09-13,7N,3.9,68.0
152.0,Battlefield,Part Three,Michael Kerrigan,Ben Aaronovitch,1989-09-20,7N,3.6,67.0
152.0,Battlefield,Part Four,Michael Kerrigan,Ben Aaronovitch,1989-09-27,7N,4.0,65.0
153.0,Ghost Light,Part One,Alan Wareing,Marc Platt,1989-10-04,7Q,4.2,68.0
153.0,Ghost Light,Part Two,Alan Wareing,Marc Platt,1989-10-11,7Q,4.0,68.0
153.0,Ghost Light,Part Three,Alan Wareing,Marc Platt,1989-10-18,7Q,4.0,64.0
154.0,The Curse of Fenric,Part One,Nicholas Mallett,Ian Briggs,1989-10-25,7M,4.3,67.0
154.0,The Curse of Fenric,Part Two,Nicholas Mallett,Ian Briggs,1989-11-01,7M,4.0,68.0
154.0,The Curse of Fenric,Part Three,Nicholas Mallett,Ian Briggs,1989-11-08,7M,4.0,68.0
154.0,The Curse of Fenric,Part Four,Nicholas Mallett,Ian Briggs,1989-11-15,7M,4.2,68.0
155.0,Survival,Part One,Alan Wareing,Rona Munro,1989-11-22,7P,5.0,69.0
155.0,Survival,Part Two,Alan Wareing,Rona Munro,1989-11-29,7P,4.8,69.0
155.0,Survival,Part Three,Alan Wareing,Rona Munro,1989-12-06,7P,5.0,71.0
156,,,Geoffrey Sax,Matthew Jacobs,1996-05-27,TVM,9.08,75
157,Rose,,Keith Boak,Russell T Davies,2005-03-26,1.1,10.81,76
158,The End of the World,,Euros Lyn,Russell T Davies,2005-04-02,1.2,7.97,76
159,The Unquiet Dead,,Euros Lyn,Mark Gatiss,2005-04-09,1.3,8.86,80
160a,Aliens of London,,Keith Boak,Russell T Davies,2005-04-16,1.4,7.63,82
160b,World War Three,,Keith Boak,Russell T Davies,2005-04-23,1.5,7.98,81
161,Dalek,,Joe Ahearne,Robert Shearman,2005-04-30,1.6,8.63,84
162,The Long Game,,Brian Grant,Russell T Davies,2005-05-07,1.7,8.01,81
163,Father's Day,,Joe Ahearne,Paul Cornell,2005-05-14,1.8,8.06,83
164a,The Empty Child,,James Hawes,Steven Moffat,2005-05-21,1.9,7.11,84
164b,The Doctor Dances,,James Hawes,Steven Moffat,2005-05-28,1.1,6.86,85
165,Boom Town,,Joe Ahearne,Russell T Davies,2005-06-04,1.11,7.68,82
166a,Bad Wolf,,Joe Ahearne,Russell T Davies,2005-06-11,1.12,6.81,86
166b,The Parting of the Ways,,Joe Ahearne,Russell T Davies,2005-06-18,1.13,6.91,89
167,The Christmas Invasion,,James Hawes,Russell T Davies,2005-12-25,2X,9.84,84
168,New Earth,,James Hawes,Russell T Davies,2006-04-15,2.1,8.62,85
169,Tooth and Claw,,Euros Lyn,Russell T Davies,2006-04-22,2.2,9.24,83
170,School Reunion,,James Hawes,Toby Whithouse,2006-04-29,2.3,8.31,85
171,The Girl in the Fireplace,,Euros Lyn,Steven Moffat,2006-05-06,2.4,7.90,84
172a,Rise of the Cybermen,,Graeme Harper,Tom MacRae,2006-05-13,2.5,9.22,86
172b,The Age of Steel,,Graeme Harper,Tom MacRae,2006-05-20,2.6,7.63,86
173,The Idiot's Lantern,,Euros Lyn,Mark Gatiss,2006-05-27,2.7,6.76,84
174a,The Impossible Planet,,James Strong,Matt Jones,2006-06-03,2.8,6.32,85
174b,The Satan Pit,,James Strong,Matt Jones,2006-06-10,2.9,6.08,86
175,Love & Monsters,,Dan Zeff,Russell T Davies,2006-06-17,2.10,6.66,76
176,Fear Her,,Euros Lyn,Matthew Graham,2006-06-24,2.11,7.14,83
177a,Army of Ghosts,,Graeme Harper,Russell T Davies,2006-07-01,2.12,8.19,86
177b,Doomsday,,Graeme Harper,Russell T Davies,2006-07-08,2.13,8.22,89
178,The Runaway Bride,,Euros Lyn,Russell T Davies,2006-12-25,3X,9.35,84
179,Smith and Jones,,Charles Palmer,Russell T Davies,2007-03-31,3.1,8.71,88
180,The Shakespeare Code,,Charles Palmer,Gareth Roberts,2007-04-07,3.2,7.23,87
181,Gridlock,,Richard Clark,Russell T Davies,2007-04-14,3.3,8.41,85
182a,Daleks in Manhattan,,James Strong,Helen Raynor,2007-04-21,3.4,6.69,86
182b,Evolution of the Daleks,,James Strong,Helen Raynor,2007-04-28,3.5,6.97,85
183,The Lazarus Experiment,,Richard Clark,Stephen Greenhorn,2007-05-05,3.6,7.19,86
184,42,,Graeme Harper,Chris Chibnall,2007-05-19,3.7,7.41,85
185a,Human Nature,,Charles Palmer,Paul Cornell,2007-05-26,3.8,7.74,86
185b,The Family of Blood,,Charles Palmer,Paul Cornell,2007-06-02,3.9,7.21,86
186,Blink,,Hettie MacDonald,Steven Moffat,2007-06-09,3.10,6.62,87
187a,Utopia,,Graeme Harper,Russell T Davies,2007-06-16,3.11,7.84,87
187b,The Sound of Drums,,Colin Teague,Russell T Davies,2007-06-23,3.12,7.51,87
187c,Last of the Time Lords,,Colin Teague,Russell T Davies,2007-06-30,3.13,8.61,88
188,Voyage of the Damned,,James Strong,Russell T Davies,2007-12-25,4X,13.31,86
189,Partners in Crime,,James Strong,Russell T Davies,2008-04-05,4.1,9.14,88
190,The Fires of Pompeii,,Colin Teague,James Moran,2008-04-12,4.3,9.04,87
191,Planet of the Ood,,Graeme Harper,Keith Temple,2008-04-19,4.2,7.50,87
192a,The Sontaran Stratagem,,Douglas Mackinnon,Helen Raynor,2008-04-26,4.4,7.06,87
192b,The Poison Sky,,Douglas Mackinnon,Helen Raynor,2008-05-03,4.5,6.53,88
193,The Doctor's Daughter,,Alice Troughton,Stephen Greenhorn,2008-05-10,4.6,7.33,88
194,The Unicorn and the Wasp,,Graeme Harper,Gareth Roberts,2008-05-17,4.7,8.41,86
195a,Silence in the Library,,Euros Lyn,Steven Moffat,2008-05-31,4.9,6.27,89
195b,Forest of the Dead,,Euros Lyn,Steven Moffat,2008-06-07,4.10,7.84,89
196,Midnight,,Alice Troughton,Russell T Davies,2008-06-14,4.8,8.05,86
197,Turn Left,,Graeme Harper,Russell T Davies,2008-06-21,4.11,8.09,88
198a,The Stolen Earth,,Graeme Harper,Russell T Davies,2008-06-28,4.12,8.78,91
198b,Journey's End,,Graeme Harper,Russell T Davies,2008-07-05,4.13,10.57,91
199,The Next Doctor,,Andy Goddard,Russell T Davies,2008-12-25,4.14,13.1,86
200,Planet of the Dead,,James Strong,Russell T Davies & Gareth Roberts,2009-04-11,4.15,9.75,88
201,The Waters of Mars,,Graeme Harper,Russell T Davies & Phil Ford,2009-11-15,4.16,10.32,88
202a,The End of Time – Part One,,Euros Lyn,Russell T Davies,2009-12-25,4.17,12.04,87
202b,The End of Time – Part Two,,Euros Lyn,Russell T Davies,2010-01-01,4.18,12.27,89
203,The Eleventh Hour,,Adam Smith,Steven Moffat,2010-04-03,1.1,10.09,86
204,The Beast Below,,Andrew Gunn,Steven Moffat,2010-04-10,1.2,8.42,86
205,Victory of the Daleks,,Andrew Gunn,Mark Gatiss,2010-04-17,1.3,8.21,84
206a,The Time of Angels,,Adam Smith,Steven Moffat,2010-04-24,1.4,8.59,87
206b,Flesh and Stone,,Adam Smith,Steven Moffat,2010-05-01,1.5,8.5,86
207,The Vampires of Venice,,Jonny Campbell,Toby Whithouse,2010-05-08,1.6,7.68,86
208,Amy's Choice,,Catherine Morshead,Simon Nye,2010-05-15,1.7,7.55,84
209a,The Hungry Earth,,Ashley Way,Chris Chibnall,2010-05-22,1.8,6.49,86
209b,Cold Blood,,Ashley Way,Chris Chibnall,2010-05-29,1.9,7.49,85
210,Vincent and the Doctor,,Jonny Campbell,Richard Curtis,2010-06-05,1.1,6.76,86
211,The Lodger,,Catherine Morshead,Gareth Roberts,2010-06-12,1.11,6.44,87
212a,The Pandorica Opens,,Toby Haynes,Steven Moffat,2010-06-19,1.12,7.57,88
212b,The Big Bang,,Toby Haynes,Steven Moffat,2010-06-26,1.13,6.7,89
213,A Christmas Carol,,Toby Haynes,Steven Moffat,2010-12-25,2.X,12.11,83
214a,The Impossible Astronaut,,Toby Haynes,Steven Moffat,2011-04-23,2.1,8.86,88
214b,Day of the Moon,,Toby Haynes,Steven Moffat,2011-04-30,2.2,7.30,87
215,The Curse of the Black Spot,,Jeremy Webb,Stephen Thompson,2011-05-07,2.9,7.85,86
216,The Doctor's Wife,,Richard Clark,Neil Gaiman,2011-05-14,2.3,7.97,87
217a,The Rebel Flesh,,Julian Simpson,Matthew Graham,2011-05-21,2.5,7.35,85
217b,The Almost People,,Julian Simpson,Matthew Graham,2011-05-28,2.6,6.72,86
218,A Good Man Goes to War,,Peter Hoar,Steven Moffat,2011-06-04,2.7,7.51,88
219,Let's Kill Hitler,,Richard Senior,Steven Moffat,2011-08-27,2.8,8.10,85
220,Night Terrors,,Richard Clark,Mark Gatiss,2011-09-03,2.4,7.07,86
221,The Girl Who Waited,,Nick Hurran,Tom MacRae,2011-09-10,2.10,7.60,85
222,The God Complex,,Nick Hurran,Toby Whithouse,2011-09-17,2.11,6.77,86
223,Closing Time,,Steve Hughes,Gareth Roberts,2011-09-24,2.12,6.93,86
224,The Wedding of River Song,,Jeremy Webb,Steven Moffat,2011-10-01,2.13,7.67,86
225,"The Doctor, the Widow and the Wardrobe",,Farren Blackburn,Steven Moffat,2011-12-25,,10.77,84
226,Asylum of the Daleks,,Nick Hurran,Steven Moffat,2012-09-01,,8.33,89
227,Dinosaurs on a Spaceship,,Saul Metzstein,Chris Chibnall,2012-09-08,,7.57,87
228,A Town Called Mercy,,Saul Metzstein,Toby Whithouse,2012-09-15,,8.42,85
229,The Power of Three,,Douglas Mackinnon,Chris Chibnall,2012-09-22,,7.67,87
230,The Angels Take Manhattan,,Nick Hurran,Steven Moffat,2012-09-29,,7.82,88
231,The Snowmen,,Saul Metzstein,Steven Moffat,2012-12-25,,9.87,87
232,The Bells of Saint John,,Colm McCarthy,Steven Moffat,2013-03-30,,8.44,87
233,The Rings of Akhaten,,Farren Blackburn,Neil Cross,2013-04-06,,7.45,84
234,Cold War,,Douglas Mackinnon,Mark Gatiss,2013-04-13,,7.37,84
235,Hide,,Jamie Payne,Neil Cross,2013-04-20,,6.61,85
236,Journey to the Centre of the TARDIS,,Mat King,Stephen Thompson,2013-04-27,,6.50,85
237,The Crimson Horror,,Saul Metzstein,Mark Gatiss,2013-05-04,,6.47,85
238,Nightmare in Silver,,Stephen Woolfenden,Neil Gaiman,2013-05-11,,6.64,84
239,The Name of the Doctor,,Saul Metzstein,Steven Moffat,2013-05-18,,7.45,88
240,The Day of the Doctor,,Nick Hurran,Steven Moffat,2013-11-23,,12.8,88
241,The Time of the Doctor,,Jamie Payne,Steven Moffat,2013-12-25,,11.14,83
242,Deep Breath,,Ben Wheatley,Steven Moffat,2014-08-23,,9.17,82
243,Into the Dalek,,Ben Wheatley,Phil Ford & Steven Moffat,2014-08-30,,7.29,84
244,Robot of Sherwood,,Paul Murphy,Mark Gatiss,2014-09-06,,7.28,82
245,Listen,,Douglas Mackinnon,Steven Moffat,2014-09-13,,7.01,82
246,Time Heist,,Douglas Mackinnon,Stephen Thompson & Steven Moffat,2014-09-20,,6.99,84
247,The Caretaker,,Paul Murphy,Gareth Roberts & Steven Moffat,2014-09-27,,6.82,83
248,Kill the Moon,,Paul Wilmshurst,Peter Harness,2014-10-04,,6.91,82
249,Mummy on the Orient Express,,Paul Wilmshurst,Jamie Mathieson,2014-10-11,,7.11,85
250,Flatline,,Douglas Mackinnon,Jamie Mathieson,2014-10-18,,6.71,85
251,In the Forest of the Night,,Sheree Folkson,Frank Cottrell-Boyce,2014-10-25,,6.92,83
252a,Dark Water,,Rachel Talalay,Steven Moffat,2014-11-01,,7.34,85
252b,Death in Heaven,,Rachel Talalay,Steven Moffat,2014-11-08,,7.6,83
253,Last Christmas,,Paul Wilmshurst,Steven Moffat,2014-12-25,,8.28,82
254a,The Magician's Apprentice,,Hettie MacDonald,Steven Moffat,2015-09-19,,6.54,84
254b,The Witch's Familiar,,Hettie MacDonald,Steven Moffat,2015-09-26,,5.71,83
255a,Under the Lake,,Daniel O'Hara,Toby Whithouse,2015-10-03,,5.63,84
255b,Before the Flood,,Daniel O'Hara,Toby Whithouse,2015-10-10,,6.05,83
256,The Girl Who Died,,Ed Bazalgette,Jamie Mathieson and Steven Moffat,2015-10-17,,6.56,82
257,The Woman Who Lived,,Ed Bazalgette,Catherine Tregenna,2015-10-24,,6.11,81
258a,The Zygon Invasion,,Daniel Nettheim,Peter Harness,2015-10-31,,5.76,82
258b,The Zygon Inversion,,Daniel Nettheim,Peter Harness and Steven Moffat,2015-11-07,,6.03,84
259,Sleep No More,,Justin Molotnikov,Mark Gatiss,2015-11-14,,5.61,78
260,Face the Raven,,Justin Molotnikov,Sarah Dollard,2015-11-21,,6.05,84
261,Heaven Sent,,Rachel Talalay,Steven Moffat,2015-11-28,,6.19,80
262,Hell Bent,,Rachel Talalay,Steven Moffat,2015-12-05,,6.17,82
263,The Husbands of River Song,,Douglas Mackinnon,Steven Moffat,2015-12-25,,7.69,82
264,The Return of Doctor Mysterio,,Ed Bazalgette,Steven Moffat,2016-12-25,,7.83,82
265,The Pilot,,Lawrence Gough,Steven Moffat,2017-04-15,,6.68,83
266,Smile,,Lawrence Gough,Frank Cottrell-Boyce,2017-04-22,,5.98,83
267,Thin Ice,,Bill Anderson,Sarah Dollard,2017-04-29,,5.61,84
268,Knock Knock,,Bill Anderson,Mike Bartlett,2017-05-06,,5.73,83
269,Oxygen,,Charles Palmer,Jamie Mathieson,2017-05-13,,5.27,83
270,Extremis,,Daniel Nettheim,Steven Moffat,2017-05-20,,5.53,82
